10	500
Lim_Dong-won	2	1
Azra_Akin	3	1
James_Butts	1	2
Munir_Akram	2	1
Cesar_Maia	1	2
Alejandro_Avila	2	1
Gabriel_Batistuta	1	2
Claudia_Pechstein	5	4
Chen_Shui-bian	1	2
Lloyd_Ward	1	2
Jimmy_Kimmel	1	2
Xanana_Gusmao	5	3
Christina_Aguilera	3	2
Mian_Khursheed_Mehmood_Kasuri	1	4
Chris_Rock	2	1
Paradorn_Srichaphan	2	7
Arturo_Gatti	2	3
Justine_Henin	3	2
Hideki_Matsui	1	2
Patrick_Ewing	1	2
Taufik_Hidayat	3	1
Binyamin_Ben-Eliezer	7	3
Elinor_Caplan	2	1
Tung_Chee-hwa	7	6
Sachiko_Yamada	4	1
Muhammad_Ali	4	7
Yashwant_Sinha	4	2
Keith_Bogans	2	1
Lino_Oviedo	2	1
Aicha_El_Ouafi	1	2
Dai_Bachtiar	2	1
Junichiro_Koizumi	54	23
Eileen_Coparropa	3	1
Abdel_Nasser_Assidi	1	2
Albert_Costa	2	4
Sachiko_Yamada	3	1
Valentino_Rossi	3	4
Aicha_El_Ouafi	3	1
Ai_Sugiyama	1	3
Tiger_Woods	16	1
Takashi_Sorimachi	1	2
Terrell_Suggs	2	1
Muammar_Gaddafi	2	1
Kelvin_Sampson	3	2
Alejandro_Toledo	31	26
Shaukat_Aziz	1	2
Abdoulaye_Wade	2	3
Angela_Bassett	4	5
Ken_Watanabe	2	1
Fujio_Cho	2	1
Taha_Yassin_Ramadan	15	14
Chen_Liang_Yu	2	1
Jia_Qinglin	2	1
Gloria_Macapagal_Arroyo	20	44
Laurent_Gbagbo	1	2
Torri_Edwards	1	2
Thabo_Mbeki	5	4
Bernardo_Segura	2	1
Edward_James_Olmos	2	1
Nan_Wang	2	4
Hootie_Johnson	1	2
Taha_Yassin_Ramadan	13	7
Robert_Mugabe	1	2
Marwan_Barghouthi	2	1
Antonio_Trillanes	3	1
Heizo_Takenaka	7	9
Pervez_Musharraf	10	6
Ray_Nagin	2	1
Hassan_Nasrallah	1	2
Zarai_Toledo	1	2
Mitoji_Yabunaka	1	2
Vivica_Fox	1	2
Angelo_Reyes	4	2
Michael_Jordan	4	1
Michelle_Yeoh	4	3
Kwon_Yang-sook	2	1
Intisar_Ajouri	3	2
Hugo_Chavez	67	63
Candie_Kung	2	1
Mukesh_Ambani	1	2
Vince_Carter	4	3
Candie_Kung	3	1
Constance_Marie	1	3
Christina_Aguilera	1	3
Susilo_Bambang_Yudhoyono	2	1
Susilo_Bambang_Yudhoyono	4	3
Ray_Allen	1	3
Miyako_Miyazaki	2	1
Abdullatif_Sener	1	2
Silvio_Fernandez	1	2
Lucy_Liu	2	4
Vincent_Brooks	2	3
Laila_Ali	2	1
Abdullah_al-Attiyah	1	2
Michelle_Rodriguez	2	1
Ray_Allen	1	2
Nicolas_Escude	1	2
Hamid_Karzai	10	11
Zhang_Wenkang	1	2
Denzel_Washington	2	5
Mian_Khursheed_Mehmood_Kasuri	3	1
Pervez_Musharraf	2	4
Larry_Johnson	2	1
Princess_Masako	1	2
Jesse_Jackson	9	1
Thaksin_Shinawatra	1	5
Phan_Van_Khai	2	3
Ray_Allen	2	3
Thabo_Mbeki	1	3
Gonzalo_Sanchez_de_Lozada	10	12
Aicha_El_Ouafi	2	3
Eileen_Coparropa	2	1
Jesse_Jackson	3	2
Tung_Chee-hwa	7	2
Michelle_Branch	1	2
Alex_Sink	2	3
Phil_Gramm	1	2
Michael_Ballack	1	2
Fernando_Gonzalez	7	2
Jayson_Williams	2	3
Flor_Montulo	1	2
Wen_Jiabao	2	8
Anibal_Ibarra	3	1
Patti_Labelle	3	1
Reggie_Miller	2	1
Princess_Aiko	1	2
Abid_Hamid_Mahmud_Al-Tikriti	2	1
Zafarullah_Khan_Jamali	2	1
Jude_Law	1	2
George_Roy_Hill	1	2
Carlos_Ghosn	2	1
Dalai_Lama	2	1
Annette_Lu	2	3
Wen_Jiabao	12	3
Carlos_Ortega	1	2
Makhdoom_Amin_Fahim	3	2
Kofi_Annan	13	19
Ruben_Studdard	2	1
Jeong_Se-hyun	6	5
Nelson_Mandela	2	4
Nicanor_Duarte_Frutos	10	8
Tiger_Woods	22	18
Sila_Calderon	3	4
Liu_Mingkang	1	2
Fernando_Gonzalez	1	4
Antony_Leung	3	4
George_Lopez	3	2
Wang_Yi	2	1
Tyron_Garner	1	2
Tony_Parker	2	1
Corinne_Coman	1	2
Juan_Pablo_Montoya	8	5
Mahmoud_Abbas	16	28
LeBron_James	4	2
Michelle_Yeoh	5	4
Miguel_Estrada	1	2
Kim_Dae-jung	3	5
Monica_Bellucci	4	3
Raghad_Saddam_Hussein	1	2
Lee_Hoi-chang	1	4
Mahmoud_Abbas	9	14
Hisao_Oguchi	1	2
OJ_Simpson	2	1
Maria_Soledad_Alvear_Valenzuela	5	4
Jackie_Chan	1	9
Hosni_Mubarak	1	5
Hugo_Chavez	38	24
Hun_Sen	2	4
Jesse_Jackson	9	2
Kalpana_Chawla	2	3
Dolma_Tsering	1	2
Charles_Taylor	2	8
Nicanor_Duarte_Frutos	7	5
Taha_Yassin_Ramadan	6	2
Gloria_Macapagal_Arroyo	21	31
George_Lopez	2	1
Gregory_Hines	1	2
Dwayne_Johnson	2	1
Sila_Calderon	3	2
Kim_Ryong-sung	2	5
Abid_Hamid_Mahmud_Al-Tikriti	3	2
Yao_Ming	2	1
Lee_Hoi-chang	4	2
Emmit_Smith	1	2
Mikhail_Youzhny	2	3
Nan_Wang	1	2
Venus_Williams	11	2
Tim_Duncan	1	4
Clare_Short	3	1
GL_Peiris	2	3
Norah_Jones	5	13
Kim_Ryong-sung	11	10
Adolfo_Rodriguez_Saa	1	2
Will_Smith	1	2
Azra_Akin	4	1
Junichiro_Koizumi	33	53
Xanana_Gusmao	2	4
Toni_Braxton	3	1
Wang_Yingfan	1	3
Hun_Sen	3	1
Michael_Powell	3	1
Tung_Chee-hwa	5	1
Hosni_Mubarak	1	8
Angela_Bassett	2	3
Michelle_Kwan	5	3
Leander_Paes	1	2
Jong_Wook_Lee	1	3
Milo_Maestrecampo	2	1
Condoleezza_Rice	5	8
Sachiko_Yamada	1	2
Karen_Mok	2	1
Kim_Dae-jung	3	8
Edward_Lu	2	1
Angela_Bassett	1	6
Wu_Yi	1	3
Ashanti	3	1
Lucy_Liu	5	4
Lee_Jun	1	2
Antonio_Trillanes	2	3
Alejandro_Avila	3	2
Denzel_Washington	2	3
Michael_Chang	1	7
Edward_Lu	2	6
S_Jayakumar	2	1
Aldo_Paredes	2	1
Alimzhan_Tokhtakhounov	2	1
Taha_Yassin_Ramadan	9	7
Prince_Naruhito	3	2
Choi_Sung-hong	4	2
Roh_Moo-hyun	17	22
Chung_Mong-joon	1	2
Ashanti	5	3
Anne_McLellan	1	3
Hu_Jintao	3	9
Habib_Rizieq	2	4
Fujio_Cho	5	3
Osama_bin_Laden	2	4
Jeong_Se-hyun	7	9
Pervez_Musharraf	13	12
Charles_Moose	6	2
Gary_Locke	2	1
Kalpana_Chawla	4	3
Yoriko_Kawaguchi	13	4
Yoriko_Kawaguchi	6	12
Hee-Won_Han	3	1
Samira_Makhmalbaf	2	1
Candie_Kung	2	4
Fujio_Cho	6	1
Norodom_Sihanouk	1	3
Sachiko_Yamada	2	3
Hee-Won_Han	2	1
Jong_Wook_Lee	2	3
Michelle_Kwan	7	6
Chita_Rivera	2	1
Johnson_Panjaitan	1	2
Monica_Bellucci	2	4
Kelvin_Sampson	3	1
Taufik_Hidayat	3	2
Michelle_Yeoh	2	5
Christina_Aguilera	4	1
Marco_Antonio_Barrera	1	6
Lisa_Ling	2	1
Condoleezza_Rice	2	5
Nora_Bendijo	2	1
Win_Aung	4	2
Jamling_Norgay	2	1
GL_Peiris	4	2
Sila_Calderon	3	1
Tomoko_Hagiwara	2	1
Serena_Williams	47	42
Michelle_Kwan	3	1
Tung_Chee-hwa	7	5
Christina_Aguilera	4	2
Coretta_Scott_King	1	2
Wen_Jiabao	10	3
Taha_Yassin_Ramadan	10	12
Michelle_Kwan	4	5
Chen_Shui-bian	3	2
Justin_Guarini	3	2
Zhu_Rongji	8	9
Choi_Sung-hong	5	4
George_Lopez	3	5
Norah_Jones	2	10
Jefferson_Perez	2	1
Juan_Pablo_Montoya	3	7
Raoul_Ruiz	4	3
Mian_Khursheed_Mehmood_Kasuri	3	2
Taha_Yassin_Ramadan	15	4
Nicanor_Duarte_Frutos	5	4
Tom_Glavine	1	2
Toni_Braxton	2	1
Choi_Sung-hong	1	3
Nicolas_Lapentti	2	1
Saddam_Hussein	14	7
Jennifer_Rodriguez	1	2
Allen_Iverson	2	1
Larry_Thompson	1	2
Charles_Moose	11	8
Adrian_McPherson	1	2
Constance_Marie	2	1
Alan_Greenspan	4	2
Jong_Wook_Lee	4	3
Russell_Simmons	4	1
Choi_Sung-hong	5	3
Kofi_Annan	15	6
Kim_Ryong-sung	3	10
Alejandro_Toledo	38	10
Zhu_Rongji	5	1
Zhang_Ziyi	4	3
Paradorn_Srichaphan	10	4
Hu_Jintao	10	3
Michelle_Kwan	2	8
Thabo_Mbeki	4	1
Kirk_Johnson	3	2
Theodore_Tweed_Roosevelt	3	1
Saburo_Kawabuchi	1	2
John_Allen_Muhammad	1	4
Gerardo_Gambala	2	1
Michael_Powell	2	5
Tiger_Woods	21	2
Sila_Calderon	2	4
Venus_Williams	10	5
Habib_Rizieq	2	3
Michael_Powell	4	2
Hamid_Karzai	4	13
Cherie_Blair	4	2
Naoto_Kan	2	1
Mikhail_Youzhny	3	1
Mikulas_Dzurinda	1	2
Venus_Williams	17	13
Denise_Johnson	2	1
Guillermo_Canas	3	2
Lee_Soo-hyuck	1	2
Charles_Moose	10	3
Clare_Short	2	1
John_Allen_Muhammad	4	9
Oscar_Elias_Biscet	1	2
Tung_Chee-hwa	6	9
Fernando_Gonzalez	1	3
Russell_Simmons	3	2
Thabo_Mbeki	2	4
Roy_Jones_Jr	2	1
Roseanne_Barr	3	2
Chick_Hearn	2	1
Sila_Calderon	1	2
Yu_Shyi-kun	1	4
Phan_Van_Khai	1	2
Wen_Jiabao	5	12
Coretta_Scott_King	1	3
Alejandro_Toledo	12	3
Alexandra_Stevenson	3	2
Paradorn_Srichaphan	8	1
Paul_Coppin	2	1
Kobe_Bryant	2	1
Venus_Williams	4	11
Jeong_Se-hyun	8	6
Michael_Jordan	3	4
Naomi_Campbell	1	2
Taha_Yassin_Ramadan	9	8
Win_Aung	4	1
Jean-Francois_Pontal	2	3
Tom_Watson	3	1
Habib_Rizieq	3	1
Morgan_Freeman	1	2
Hun_Sen	2	3
Carol_Moseley_Braun	1	2
Charles_Taylor	6	3
Jong_Thae_Hwa	1	2
Masahiko_Nagasawa	1	2
Kirk_Johnson	2	1
Colin_Jackson	2	1
Atal_Bihari_Vajpayee	23	15
Kofi_Annan	20	32
Abdoulaye_Wade	2	1
Binyamin_Ben-Eliezer	4	2
Fujio_Cho	4	1
Carlos_Quintanilla_Schmidt	1	2
Charles_Taylor	5	9
Prince_Naruhito	1	2
Ali_Khamenei	2	1
Tyler_Hamilton	2	1
Michelle_Kwan	1	6
Hu_Jintao	12	4
Fernando_Gonzalez	8	9
Venus_Williams	14	17
Goh_Kun	1	2
Jesse_Jackson	8	3
Kelli_White	2	1
Monica_Bellucci	1	2
Russell_Simmons	3	1
Daniela_Hantuchova	2	1
Martin_Cauchon	2	1
Makhdoom_Amin_Fahim	2	1
Vicki_Zhao_Wei	1	2
Tsutomu_Takebe	1	2
Angelo_Reyes	1	3
Nicanor_Duarte_Frutos	3	2
Eunice_Barber	2	1
Juan_Pablo_Montoya	7	5
Augustin_Calleri	3	1
Thaksin_Shinawatra	6	2
James_Blake	11	14
Thaksin_Shinawatra	6	5
Luciano_Pavarotti	1	3
Thabo_Mbeki	5	3
Nan_Wang	2	3
Ray_Lewis	1	Naomi_Hayashi	1
Camryn_Manheim	1	Bill_Cartwright	1
Kang_Gum-sil	1	Diego_Diego_Lerman	1
Eurico_Guterres	1	Naomi_Hayashi	1
Brandon_Knight	1	James_Layug	1
Eric_Shinseki	1	Jewel_Howard-Taylor	1
Ramon_Santana	1	Scott_Hoch	1
Terunobu_Maeda	1	Peter_Harvey	1
Timbul_Silaen	1	Garry_Alejano	1
Gregorio_Rosal	1	Tiffany_Limos	1
Ivan_Helguera	1	Pat_Rochester	1
Stanley_Nelson	1	Don_King	1
Eduardo_Romero	1	Taha_Yassin_Ramadan	9
Ben_Wallace	1	Daniel_Osorno	1
Byron_Scott	2	Craig_David	1
Benedita_da_Silva	1	Dwayne_Williams	1
Jose_Cevallos	1	Jeong_Se-hyun	4
El_Hadji_Diouf	1	Qian_Qichen	1
Jong_Wook_Lee	4	Wayne_Brady	1
Jaqueline_Godoy	1	Eduardo_Romero	1
Liu_Mingkang	2	Ajit_Agarkar	1
Nina_Pecari	1	BJ_Habibie	1
Chris_Kolanas	1	Mike_Gable	1
Choi_Yun-yong	1	Jada_Pinkett_Smith	1
Prem_Kumar_Nair	1	Shingo_Katayama	1
Rainer_Gut	1	Joe_Vandever	1
Wilfredo_Moreno	1	Nick_Rimando	1
Peter_Camejo	1	Sivan_Klein	1
Annette_Lu	3	Jo_Joong-hyon	1
Sofyan_Dawood	1	Albert_Costa	3
Alan_Tang_Kwong-wing	1	Terrence_Kiel	1
Saeed_Anwar	1	Casy_Preslar	1
Zakia_Hakki	1	Rudolph_Holton	1
Camille_Lewis	1	Laura_Flessel	1
Geoffrey_Davis	1	Stanley_Nelson	1
Hasan_Wirayuda	1	Joe_Dumars	1
Peter_Mugyeni	1	William_Harrison	1
King_Gyanendra	1	Jason_Campbell	1
Leticia_Dolera	1	Angela_Bassett	1
Mario_Alfaro-Lopez	1	Marie_Haghal	1
Sananda_Maitreya	1	Bryan_Chui	1
Din_Samsudin	1	Brad_Garrett	4
Michelle_Branch	2	Yashwant_Sinha	7
Hussam_Mohammed_Amin	1	Sharess_Harrell	1
James_Watt	1	Jackie_Chan	2
Christopher_Matero	1	Brandon_Webb	1
James_Butts	2	Mikulas_Dzurinda	2
Felix_Trinidad	1	Taku_Yamasaki	1
Abdel_Nasser_Assidi	2	Ken_Kutaragi	1
Anthony_Pico	1	Anthony_Lee_Johnson	1
Sean_Patrick_Thomas	1	Hank_Aaron	1
Noer_Moeis	1	Mario_Alfaro-Lopez	1
Fernando_Valenzuela	1	Sara_Silverman	1
David_Millar	1	Alejandro_Toledo	2
Junichi_Inamoto	1	Nicolas_Lapentti	1
Kathy_Bates	1	Monica_Vergara	1
Andrew_Jarecki	1	Hamid_Reza_Asefi	1
Koichi_Tanaka	1	Laura_Flessel	1
Priyanka_Chopra	1	Gaston_Gaudio	1
Michael_Clarke_Duncan	1	Bob_Menendez	1
Ingrid_Betancourt	1	Bob_Hayes	1
Naomi_Campbell	1	Michelle_Kwan	2
Liu_Xiaoqing	1	Ahmed_Ghazi	1
Trevor_McDonald	1	Antje_Buschschulte	1
Brady_Rodgers	1	Federico_Castelan_Sayre	1
Chang_Tso	1	Marc_Anthony	1
Craig_David	1	Flor_Montulo	1
Jia_Qinglin	2	Mohamed_Hammam	1
Kim_Dong-tae	1	Willie_Wilson	1
Edward_Egan	1	Koichi_Haraguchi	1
Stephen_Arigbabu	1	Tonga	1
Natalie_Williams	1	Billy_Joel	1
Maribel_Dominguez	1	Roger_Toussaint	1
Thaksin_Shinawatra	3	Chris_Crocker	1
Chita_Rivera	2	Kevin_Satterfield	1
Norman_Mineta	1	Diego_Colorado	1
Kim_Jin-sun	2	Luo_Linquan	1
Jeffrey_Katzenberg	1	Wang_Nan	1
Maggie_Cheung	1	Manuel_Poggiali	1
Russell_Simmons	5	Angela_Mascia-Frye	1
Eric_Benet	1	Lucy_Liu	4
Shingo_Suetsugu	1	Tono_Suratman	1
Joel_Gallen	1	Ray_Allen	2
Michelle_Collins	2	Chea_Sophara	1
Hamid_Karzai	3	Keiko_Sofia_Fujimori	1
Asif_Ali_Zardari	1	Trevor_Watson	1
Rod_Jong-il	1	Abdoulaye_Wade	1
Geraldo_Rivera	1	Roseanne_Barr	2
Hu_Jintao	1	Efrain_Rios_Montt	1
Thaksin_Shinawatra	2	Pat_Rochester	1
Aretha_Franklin	1	Ana_Isabel_Sanchez	1
Patrick_Kron	1	Blas_Ople	1
Amelia_Vega	2	Andrew_Jarecki	1
Kang_Gum-sil	1	Brandon_Lloyd	1
Luciano_Pavarotti	1	Mohamed_Hammam	1
Mark_Bellhorn	1	Antonio_Bernardo	1
Stefano_Accorsi	1	Jamling_Norgay	2
Billy_Andrade	1	Marc_Anthony	1
Coco_dEste	1	Li_Zhaoxing	1
TA_McLendon	1	Miguel_Angel_Rodriguez	1
Peter_Camejo	1	Jewel_Howard-Taylor	1
Tirunesh_Dibaba	1	Eduardo_Romero	1
Nuon_Chea	1	Miguel_Angel_Rodriguez	1
Mike_Davis	1	Kamel_Morjane	1
Xiang_Xu	1	Javier_Vazquez	1
Bobby_Jackson	1	Patricia_Russo	1
Tony_Fernandes	1	Rudolph_Holton	1
Masamori_Tokuyama	1	Jacqueline_Marris	1
Tanya_Holyk	1	Sohail_Abbas	1
Rafidah_Aziz	1	Laura_Flessel	1
Norman_Mineta	1	Benjamin_Bratt	1
Peter_Holmberg	1	Cha_Yung-gu	1
Carlos_Alberto	1	Ken_Kutaragi	1
Robert_Kipkoech_Cheruiyot	1	Nikki_Cascone	1
Pat_Rochester	1	Jong_Wook_Lee	4
Torri_Edwards	2	Ainsworth_Dyer	1
Abdel_Nasser_Assidi	1	Cedric_Benson	1
Jennifer_Furminger	1	Hitoshi_Tanaka	1
Dalai_Lama	1	Carlos_Quintanilla_Schmidt	1
Derek_Lowe	1	Kurt_Tanabe	1
Nestor_Gonzalez	1	Jo_Joong-hyon	1
Charla_Moye	1	Chea_Sophara	1
Norah_Jones	4	Rolf_Zimmermann	1
Calvin_Harrison	1	Aretha_Franklin	1
Sara_Silverman	1	Joe_Vandever	1
Martin_Gecht	1	Makiko_Tanaka	1
Bobo_Balde	1	Yu_Shyi-kun	3
Marsha_Thomason	1	Win_Aung	3
Mikhail_Shvydkoi	1	Robin_Wright_Penn	1
Wang_Yi	1	Calvin_Joseph_Coleman	1
Sung_Hong_Choi	1	Dwain_Kyles	1
Junichiro_Koizumi	6	Lisa_Leslie	1
Jefferson_Perez	2	Amporn_Falise	1
Jesse_James_Leija	1	Wen_Jiabao	1
Park_Jie-won	1	Luis_Guzman	1
Rosario_Dawson	1	Fujio_Cho	3
Julian_Battle	1	Rachel_Roy	1
Prem_Kumar_Nair	1	Annette_Lu	3
Herbie_Hancock	1	Stanley_Tong	1
Zhu_Rongji	2	Uday_Hussein	1
Serena_Williams	48	Francisco_Maturana	1
Andy_Madikians	1	Erick_Barkley	1
Marco_Pantani	1	Michelle_Rodriguez	2
Manuel_Rosendo	1	Didier_Defago	1
Joe_Mantello	2	Jennifer_Tilly	1
Masatoshi_Koshiba	1	Saeb_Erekat	1
Helio_Castroneves	1	Taylyn_Solomon	1
Mahmoud_Abbas	18	Jack_Valenti	1
Hiroki_Gomi	1	Paul_Pierce	2
Jimmy_Gobble	1	Abdel_Aziz_Al-Hakim	1
Gong_Li	1	Eileen_Coparropa	3
Tian_Liang	1	Johnson_Panjaitan	1
Denis_Fassou-Nguesso	1	Erskine_Bowles	1
Carlos_Ruiz	2	Stephen_Thompson	1
Juan_Roman_Riquelme	1	Phil_Cullen	1
Clifford_Etienne	1	Gerald_Riley	1
Juan_Roman_Riquelme	1	Irwan_Fadzi_Idris	1
Juan_Pablo_Montoya	3	Grady_Irvin_Jr	2
Lee_Nam-shin	1	Debbie_Allen	1
Garth_Drabinsky	1	Denise_Johnson	1
Lazaro_Castro	1	Jose_Carreras	1
Anthony_Pisciotti	1	Li_Ruihuan	1
Chang_Saio-yue	1	Normand_Legault	1
Li_Ka-shing	1	Raja_Ramani	1
Takeo_Hiranuma	1	Christian_Malcolm	1
Susan_Collins	1	Muhammad_Ali	10
Kenneth_Evans	1	Erwin_Abdullah	1
Juan_Valencia_Osorio	2	Sebastian_Porto	1
Alejandro_Fernandez	1	Shingo_Katayama	1
Princess_Masako	2	Phil_Cullen	1
Abner_Martinez	1	David_Oh	1
Jia_Qinglin	1	Patrik_Kristiansson	1
Kyoko_Nakayama	1	Melinda_Czink	1
Peter_Camejo	1	John_Ruiz	1
Jose_Canseco	3	Katalin_Kollat	1
Angela_Mascia-Frye	1	Basdeo_Panday	1
Juan_Roman_Riquelme	1	Reggie_Miller	1
Simon_Yam	1	Aldo_Paredes	2
Daryl_Jones	1	Erika_Reyes	1
Hideki_Matsui	1	Keith_Bogans	1
Li_Ka-shing	1	Jafar_Umar_Thalib	1
Helen_Darling	1	Ray_Nagin	1
Abdul_Majeed_Shobokshi	1	Oscar_Elias_Biscet	1
Brian_Lara	1	Yu_Shyi-kun	1
Erick_Barkley	1	Ramon_Ponce_de_Leon	1
David_Suazo	1	SJ_Twu	1
Damarius_Bilbo	1	Charlize_Theron	1
Adrian_Fernandez	1	King_Gyanendra	1
Marlon_Devonish	1	Sam_Bith	1
Wang_Fei	1	Chris_Terry	1
Lee_Nam-shin	1	Dalai_Lama	2
Ray_Nagin	1	Raghad_Saddam_Hussein	1
Chan_Choi	1	Reggie_Lewis	1
Susan_Collins	2	Daryl_Smith	1
Susilo_Bambang_Yudhoyono	4	Khalid_Khannouchi	1
Patricia_Russo	1	Johnson_Panjaitan	1
Yang_Pao-yu	1	Daniela_Hantuchova	2
James_Wattana	1	Karen_Clarkson	1
Kim_Jin-sun	1	Taylor_Twellman	1
Massoud_Barzani	1	Leander_Paes	1
Peter_Holmberg	1	Teresa_Worbis	1
Miguel_Angel_Rodriguez	1	Enola_Rice	1
Bernice_Wong	1	Lee_Tae-sik	2
Lucrecia_Orozco	1	Flavia_Pennetta	1
Paul_Vathis	1	BB_King	1
Robin_Wright_Penn	1	Adisai_Bodharamik	1
Khatol_Mohammad_Zai	1	Spike_Lee	1
Alejandro_Avila	2	Brad_Banks	1
Dennis_Johnson	1	Mekhi_Phifer	1
Fujio_Cho	3	Daryl_Jones	1
Stephen_Funk	1	Mark_Polansky	1
Daniela_Hantuchova	2	Richard_Lennon	1
Laurence_Fishburne	1	Gustavo_Franco	1
Antony_Leung	4	Lee_Hyung-taik	1
Beatrice_Dalle	1	Dusty_Baker	1
Garry_McCoy	1	Abdel_Aziz_Al-Hakim	1
Kobe_Bryant	2	Mark_Mishkin	1
Atal_Bihari_Vajpayee	1	Han_Sung_Joo	1
Dwayne_Williams	1	Ren_Qingjin	1
Ben_Wallace	1	Chuck_Bednarik	1
Jorge_Alberto_Galindo	1	Anthony_Ervin	1
Sim_Yong	1	Saoud_Al_Faisal	1
Princess_Masako	1	Michelle_Kwan	6
Gary_Locke	1	Charles_Rogers	1
Ximena_Bohorquez	1	Blas_Ople	1
Jamie_Dimon	1	Reginald_Hudlin	1
Clifford_Robinson	1	Kirby_Puckett	1
Bobo_Balde	1	Jimmy_Lee	1
Sammy_Sosa	1	Terrence_Kiel	1
Allen_Iverson	2	Osama_bin_Laden	1
Terrell_Suggs	1	Zhong_Nanshan	1
Agbani_Darego	1	Dwayne_Johnson	2
Reginald_Hudlin	1	Willie_Wilson	1
Jo_Dee_Messina	1	Chang_Saio-yue	1
Herbie_Hancock	1	Malcolm_Jamal_Warner	1
Sushma_Swaraj	1	Darrell_Porter	1
Gong_Ruina	1	Hutomo_Mandala_Putra	1
James_Meredeth	1	Lionel_Richie	1
Ken_Watanabe	2	Tracy_McGrady	1
Priyanka_Chopra	1	Curtis_Rodriguez	1
Wilfredo_Moreno	1	Yoko_Ono	6
Nikki_Teasley	1	Masamori_Tokuyama	1
Maria_Shkolnikova	1	Aiysha_Smith	1
Darryl_McDaniels	1	Maurice_Cheeks	1
Hu_Maoyuan	1	Laurent_Gbagbo	2
Allyson_Felix	5	Gwen_Stefani	1
Anthony_Scott_Miller	1	Goh_Kun	2
Richard_Parsons	1	Eladio_Larez	1
Stanley_Ho	1	Sahim_Alwan	1
Chea_Sophara	1	Hwang_Doo-yun	1
John_Allen_Muhammad	2	Milt_Palacio	1
Hideki_Matsui	1	James_Brown	1
Nicolas_Lapentti	1	Nora_Bendijo	2
John_Thune	1	Ismael_Miranda	1
Sean_Combs	1	Condoleezza_Rice	8
Kim_Su_Nam	1	Flavia_Pennetta	1
Khatol_Mohammad_Zai	1	Carlos_Ruiz	1
Don_Matthews	1	Zakia_Hakki	1
Harbhajan_Singh	1	Marquis_Estill	1
Jamie_Dimon	1	Hitoshi_Tanaka	1
Rene_Portland	1	Sila_Calderon	3
Hank_Aaron	1	Yoon_Jin-Sik	1
Billy_Andrade	1	Jennifer_Pena	1
Cha_Yung-gu	1	Jose_Mourinho	2
Isabel_Orellana	1	Jackie_Dennis	1
Kalid_Kaid	1	Liu_Xiaoqing	1
Ozzie_Smith	1	Pierre_Png	1
Malik_Mahmud	1	Syed_Ibrahim	1
Karen_Allen	1	Pa_Kou_Hang	1
