10	500
Carlos_Ortega	2	1
Fred_Eckhard	3	2
Elton_John	2	1
Gerry_Adams	1	4
Carla_Del_Ponte	4	2
Gerry_Adams	4	3
Kim_Jin-sun	1	2
Antony_Leung	3	1
David_Hyde_Pierce	4	3
Fernando_Henrique_Cardoso	8	2
Woody_Allen	3	4
Yoko_Ono	1	2
Donald_Rumsfeld	76	49
Hu_Jintao	13	10
George_Ryan	3	2
Antony_Leung	4	1
Fred_Eckhard	1	3
Heidi_Fleiss	4	2
Jane_Fonda	1	2
Laurent_Gbagbo	1	2
Carla_Del_Ponte	5	1
Mahmoud_Abbas	16	24
Enrique_Bolanos	5	2
Wen_Jiabao	2	6
David_Stern	3	1
Tariq_Aziz	1	5
Mohamed_ElBaradei	7	4
John_Bolton	11	16
Robby_Ginepri	2	1
Megawati_Sukarnoputri	30	31
Jeong_Se-hyun	6	4
Pervez_Musharraf	6	5
Bernard_Landry	4	3
Inam-ul-Haq	2	1
Choi_Sung-hong	2	1
Ari_Fleischer	13	12
John_Howard	14	12
Mikhail_Wehbe	1	2
Saeb_Erekat	1	2
Elton_John	3	6
Jay_Garner	4	6
David_Trimble	2	4
Justin_Gatlin	1	2
Jose_Mourinho	1	2
Hu_Jintao	7	2
Antony_Leung	1	2
Paul_ONeill	6	7
Paul_ONeill	1	8
George_Robertson	19	21
Nabil_Shaath	1	3
George_Robertson	20	10
Fayssal_Mekdad	1	3
Abel_Pacheco	1	2
Max_Mayfield	2	1
Susilo_Bambang_Yudhoyono	1	2
Robert_Bullock	1	2
Joschka_Fischer	12	10
Cesar_Gaviria	2	3
Antonio_Palocci	5	6
Amram_Mitzna	1	2
Jay_Garner	2	6
Mohamed_ElBaradei	8	3
Mohammed_Al-Douri	10	6
Jose_Dirceu	1	2
Anwar_Ibrahim	2	1
Hipolito_Mejia	4	2
Win_Aung	4	2
Chen_Shui-bian	1	5
Jack_Straw	23	26
David_Stern	4	3
Susilo_Bambang_Yudhoyono	2	4
Steven_Spielberg	3	1
Hans_Eichel	2	3
Jack_Nicholson	1	2
Wolfgang_Schuessel	1	4
Jon_Corzine	3	2
Walter_Mondale	6	2
Vladimir_Spidla	1	3
Don_Siegelman	4	2
Muhammad_Saeed_al-Sahhaf	1	4
Gerry_Adams	7	6
Li_Peng	5	9
Trent_Lott	11	4
Claudia_Pechstein	4	5
John_Bolton	8	6
Jean-Pierre_Raffarin	6	7
Romano_Prodi	3	5
Steven_Hatfill	2	1
Antonio_Palocci	6	4
Heidi_Fleiss	4	3
Fernando_Vargas	2	1
Yuri_Fedotov	1	2
Hootie_Johnson	2	1
Andrew_Weissmann	2	1
Matthew_Perry	6	3
Ari_Fleischer	11	13
Joan_Claybrook	2	1
Carlos_Ortega	3	2
Diane_Green	2	1
Franz_Muentefering	2	1
Salman_Rushdie	3	2
Nick_Nolte	1	5
Arnoldo_Aleman	5	1
Megawati_Sukarnoputri	32	8
Jiang_Zemin	19	5
Bud_Selig	1	4
James_Cameron	2	3
Don_Siegelman	4	3
Megawati_Sukarnoputri	5	7
Victoria_Beckham	2	3
Tariq_Aziz	3	1
Trent_Lott	8	3
Fernando_Henrique_Cardoso	4	1
Bernard_Landry	4	2
Win_Aung	3	1
Mohamed_ElBaradei	3	6
Christopher_Walken	1	4
Li_Peng	9	1
Jiang_Zemin	7	6
Yoko_Ono	4	3
Phil_Gramm	1	2
Megawati_Sukarnoputri	3	22
Jean-Claude_Juncker	2	1
Robert_Evans	1	3
Jose_Viegas_Filho	2	1
Trent_Lott	2	10
Mahmoud_Abbas	11	29
Jack_Straw	24	25
Albrecht_Mentz	1	2
Abel_Pacheco	2	4
Mike_Martz	4	6
John_Blaney	2	1
Jiang_Zemin	3	19
Li_Peng	3	5
GL_Peiris	2	3
Fernando_Henrique_Cardoso	6	3
George_Robertson	17	22
Tim_Robbins	3	1
Joschka_Fischer	1	4
David_Hyde_Pierce	1	2
Annette_Lu	3	2
Alvaro_Uribe	17	7
Martin_McGuinness	2	3
Ferenc_Madl	1	2
Geno_Auriemma	1	2
Michael_Caine	2	4
Colin_Powell	145	105
Nick_Nolte	3	2
Paul_Tagliabue	2	3
George_Robertson	22	10
Dennis_Hastert	1	6
Chen_Shui-bian	3	4
John_Howard	17	1
David_Trimble	3	5
David_Anderson	3	2
Pervez_Musharraf	14	2
George_Ryan	4	2
Enrique_Bolanos	4	3
Sheila_Fraser	2	1
Ozzy_Osbourne	2	1
John_McCormack	2	1
Fernando_Henrique_Cardoso	1	8
Warren_Buffett	3	1
Carlos_Ortega	1	3
Li_Peng	2	8
David_Leahy	1	2
Mesut_Yilmaz	1	2
Ari_Fleischer	6	5
Jeong_Se-hyun	6	3
Michael_Caine	3	1
Hu_Jintao	7	1
Mohamed_Benaissa	2	1
Kim_Jong-Il	1	2
Bud_Selig	1	2
Isaiah_Washington	2	1
Lee_Soo-hyuck	2	1
Bill_Gates	9	13
Pervez_Musharraf	17	10
David_Trimble	2	1
Naji_Sabri	2	5
Alan_Greenspan	5	4
Jeong_Se-hyun	3	1
Lee_Soo-hyuck	2	3
Hassan_Nasrallah	1	2
Annette_Lu	2	1
Zhang_Wenkang	2	1
George_Robertson	6	2
John_Howard	12	6
Claudia_Pechstein	4	1
Cesar_Gaviria	7	5
Mike_Martz	1	2
Li_Peng	4	1
Rupert_Murdoch	2	1
Sergey_Lavrov	2	10
Ari_Fleischer	2	9
Jiang_Zemin	19	20
Tom_Craddick	1	4
John_Bolton	10	1
Theodore_Tweed_Roosevelt	2	3
Paul_Kagame	1	2
Trent_Lott	6	10
Sofyan_Dawood	1	Joseph_Deiss	3
Lee_Soo-hyuck	3	Gregory_Hines	2
Jose_Dirceu	2	MC_Hammer	1
Robby_Ginepri	1	William_Hochul	1
Wu_Yi	2	Elliott_Mincberg	1
Ernie_Fletcher	1	Dick_Vermeil	2
Bertrand_Delanoe	1	John_Stallworth	2
Kent_McCord	1	Michael_Caine	3
Rosalie_Perkov	1	Robby_Ginepri	2
Albrecht_Mentz	1	Shingo_Katayama	1
Brendan_Gaughan	1	Jacob_Frenkel	1
Leon_Lai	1	Angie_Martinez	1
Marc_Grossman	2	Larry_Campbell	1
Roger_Mahony	1	Ozzy_Osbourne	3
Bob_Taft	1	Carlos_De_Abreu	1
Chung_Mong-hun	2	Howard_Ross	1
Edward_Johnson	1	Imad_Khadduri	1
Donna_Ralston	1	Rainer_Geulen	1
Charles_Chandler_IV	1	Qazi_Hussain_Ahmed	1
Kim_Gandy	1	Jorge_Enrique_Jimenez	1
Glen_DaSilva	1	Martin_Lawrence	1
Alfredo_Pena	1	Mike_Matthews	1
Paul_Schrader	1	Robert_Gordon_Card	1
James_Roberts	1	Donald_Pettit	2
Jon_Constance	1	Efrain_Rios_Montt	1
Alecos_Markides	1	Bruce_Paltrow	1
Tom_Izzo	1	Jim_Wall	1
Jeff_Feldman	1	Wen_Jiabao	8
Steve_Blankenship	1	Andre_Techine	1
Rolf_Zimmermann	1	Franz_Muentefering	3
Vidar_Helgesen	1	Makhdoom_Amin_Fahim	3
Jackie_Dennis	1	Marion_Fahnestock	1
Joey_Mantia	1	Albrecht_Mentz	2
Alexander_Downer	3	Seydou_Diarra	1
Gary_Locke	2	Rand_Miller	1
Harvey_Fierstein	1	Ferenc_Madl	2
Walter_Mondale	5	Carolyn_Kuhl	1
Melvin_Talbert	1	Kelly_Osbourne	1
Kay_Behrensmeyer	1	Kevin_Satterfield	1
John_Fenn	1	Peter_Hunt	1
Tang_Jiaxuan	1	Francis_Ford_Coppola	1
Taku_Yamasaki	1	Martha_Martinez_Flores	1
Damarius_Bilbo	1	Paul_Tagliabue	4
Fujio_Cho	4	Efrain_Rios_Montt	1
Mufti_Mohammad_Syed	1	Basdeo_Panday	1
Derek_Bond	1	Alma_Powell	1
Lucie_Lapovsky	1	Harvey_Fierstein	1
Billy_Bob_Thornton	1	Masum_Turker	3
Michael_Broad	1	Frank_Hsieh	1
Rose_Linkins	1	Mario_Gallegos	1
Larry_Wilmore	1	Razali_Ismail	1
Roger_Mahony	1	Jimmy_Smits	1
Jay_Rasulo	2	Thomas_Daily	1
Jonathan_Arden	1	Joe_Vandever	1
Lim_Dong-won	2	Jiang_Zemin	17
Gholamreza_Aghazadeh	1	Luca_Cordero_di_Montezemolo	1
Charlotte_Chambers	1	Seydou_Diarra	1
Barry_Hinson	1	John_White	1
Jim_Sterk	1	Francis_Ford_Coppola	1
Frank_Bell	1	Alma_Powell	1
Raja_Zafar-ul-Haq	1	Leo_Mullin	1
Asif_Ali_Zardari	1	Paul_Krueger	1
Idi_Amin	1	Michael_Diekmann	1
Andy_Bryant	1	Patrick_Clawsen	1
Adoor_Gopalakarishnan	1	Albert_Pujols	1
Ruth_Harlow	2	Shawn_Bradley	1
David_Trimble	2	Bill_Rainer	1
Sabah_Al-Ahmad_Al-Jaber_Al-Sabah	1	Joey_Mantia	1
Prince_Charles	2	Antonio_Palocci	3
Warren_Buffett	1	Roland_Koch	1
Chen_Shui-bian	5	MC_Hammer	1
Geraldo_Rivera	1	Zakia_Hakki	1
Noel_Forgeard	1	Glenn_Tilton	1
Joan_Claybrook	1	Paul_Patton	2
Mary_Maddux	1	John_Hartson	1
Mian_Khursheed_Mehmood_Kasuri	4	Hoda_Asfor	1
Claude_Jorda	1	Spike_Lee	1
John_McCormack	2	Andrew_Wetzler	1
John_Dallager	1	Adelina_Avila	1
William_Webster	1	Alfredo_di_Stefano	1
Megawati_Sukarnoputri	33	Julius_Erving	1
Meirion_Evans	1	Kelly_Osbourne	1
Floyd_Keith	1	Don_Henley	1
Mia_Mottley	1	Chang_Jae_On	1
Elmar_Brok	1	Francis_Crick	1
Han_Sung_Joo	1	Pedro_Alvarez	1
Vijay_Nambiar	1	Gerald_Barbarito	1
Santiago_Botero	1	Richard_Fine	1
David_McKiernan	1	Herb_Ritts	1
David_Trimble	3	Gene_Orza	1
Andrei_Konchalovsky	1	Askar_Akayev	1
Ghassan_Elashi	1	Fred_Eckhard	2
Nikki_Teasley	1	Mike_Thibault	1
Paul_Lo_Duca	1	Lee_Tae-sik	1
Brian_Wells	1	Jeffrey_Katzenberg	1
Spike_Lee	1	Jimmy_Iovine	1
Michael_Munoz	1	Robert_Beck	1
Rainer_Geulen	1	Mireya_Elisa_Moscoso_Rodriguez	1
Angie_Martinez	1	Raul_Rivero	1
Penelope_Taylor	1	Kaspar_Villiger	1
Ahmed_Qureia	1	William_Hochul	1
John_Rowe	1	Tom_Crean	2
Roger_Moore	1	Jamie_Cooke	1
Uzi_Even	1	Alfredo_Pena	1
Brian_Cowen	1	Paul_ONeill	9
Jan_Peter_Balkenende	1	Boutros_Boutros_Ghali	1
Hans_Blix	10	Jo_Joong-hyon	1
Kenny_Chesney	1	Edgar_Savisaar	1
Lord_Hutton	2	William_Hochul	2
Razali_Ismail	1	Mohamed_Seineldin	1
Jerry_Angelo	1	Alexander_Downer	4
Lutz_Freitag	1	Lord_Hutton	1
Francis_George	2	Tom_Brennan	1
Keiko_Sofia_Fujimori	1	Yingfan_Wang	1
Guillermo_Ortiz	1	Ernesto_Zedillo	1
James_Brosnahan	1	Kurt_Hellstrom	1
Marc_Anthony	1	Paola_Espinoza	1
Farouk_al-Sharaa	1	Nong_Duc_Manh	1
Wilbert_Elki_Meza_Majino	1	John_McCormack	2
Hilmi_Akin_Zorlu	1	Tom_Kelly	1
Gerard_Tronche	1	Ciaran_Hinds	1
Bill_Butler	1	Ari_Fleischer	6
Yale_Kamisar	1	Taku_Yamasaki	1
Emmanuel_Milingo	1	Rafael_Vinoly	1
John_Cruz	1	Naji_Sabri	8
Park_Jie-won	1	Amr_Moussa	1
Jerry_Springer	1	Andy_Griggs	1
Sanjay_Chawla	1	Steve_Peace	1
Michael_Broad	1	Wan_Yanhai	1
Jan_Pronk	1	Jong_Thae_Hwa	1
Henry_Hyde	1	Jack_Straw	24
Derrick_Taylor	1	Bob_Alper	1
Ozzy_Osbourne	1	Hun_Sen	4
Phillip_Seymor_Hoffmann	1	Michael_Munoz	1
Dan_Snyder	1	Mario_Lobo_Zagallo	1
Vladimir_Spidla	3	Jeff_Feldman	1
Wang_Yingfan	2	Paul_Shanley	2
Sanja_Papic	1	Paula_Dobriansky	1
Henry_Kissinger	1	Robert_Woody_Johnson	1
Heather_Willson	1	Francis_Collins	1
Jerry_Tarkanian	1	George_Maxwell_Richards	1
Imad_Khadduri	1	Jerry_Springer	4
Shingo_Katayama	1	Marianne_Stanley	1
Mike_Thibault	1	Wilma_McNabb	1
Andy_Perez	1	Joseph_Deiss	1
Shaun_Rusling	1	Raja_Qureshi	1
Zumrati_Juma	1	Chen_Tsai-chin	1
David_Ho	1	Li_Changchun	1
Hilmi_Ozkok	2	Mary_Maddux	1
Vince_Dooley	1	Robert_Gordon_Card	1
Claude_Jorda	1	Noer_Muis	1
Joan_Claybrook	2	Junichi_Inamoto	1
Picabo_Street	1	Liu_Mingkang	1
James_Brosnahan	1	Paola_Espinoza	1
Mary_Robinson	1	Ernesto_Zedillo	1
Kenneth_Brill	1	Claudia_Pechstein	4
Gabriel_Valdes	1	Joan_Claybrook	1
Noel_Forgeard	1	Fujio_Mitarai	1
Ron_Dittemore	4	Paul_Kelleher	1
John_Dallager	1	Robert_Evans	1
Alberto_Fujimori	1	Richie_Adubato	1
Dusty_Baker	1	Joe_Friedberg	1
Ruth_Harlow	2	Spike_Lee	1
Pervez_Musharraf	2	Jean-Marc_de_La_Sabliere	2
Phillip_Seymor_Hoffmann	1	Jeffrey_Archer	2
Kim_Dong-tae	1	Bob_Taft	1
Bernard_Law	4	Ted_Williams	1
Roman_Coppola	1	Hu_Jintao	11
Joseph_Deiss	1	Kenneth_Brill	1
Renato_Soru	1	Alfredo_Pena	1
Charlie_Williams	1	Oscar_Bolanos	1
Larry_Anderson	1	Peter_Ueberroth	1
Li_Ruihuan	1	Franklin_Brown	1
Dimitri_Perricos	1	Peter_Rasch	1
David_Anderson	3	Mary_Maddux	1
Rolf_Zimmermann	1	Mohammed_Al-Douri	13
Heather_Willson	1	Henry_Hyde	1
Masum_Turker	2	Koichiro_Matsuura	1
Jean-David_Levitte	9	John_Cruz	1
Kent_McCord	1	Anthony_Lee_Johnson	1
Mary_Sue_Coleman	1	Hugh_Carey	1
Colleen_Ryan	1	Doc_Rivers	1
David_Dewayne_Williams	1	Micky_Arison	1
Li_Changchun	1	Martin_ONeill	1
James_Roberts	1	Robert_Blackwill	1
Daniel_Pearl	1	Franklin_Damann	1
Martin_Howard	1	Jiang_Zemin	5
Michael_Frayn	1	Christian_Patino	1
Ken_Loach	1	Taylor_Twellman	1
Ismail_Cem	1	Pedro_Alvarez	1
Roger_Penske	1	Danny_Green	1
Ivan_Lee	1	Hugh_Carey	1
Ernie_Harwell	1	Peter_Camejo	1
Joe_Cocker	1	Sergey_Lavrov	7
Gideon_Yago	1	Ari_Fleischer	3
Andre_Techine	1	Carlos_De_Abreu	1
John_Williams	1	Colin_Powell	42
Gideon_Yago	1	Uzi_Landau	1
Julio_De_Brun	1	Albert_Pujols	1
Glenn_Tilton	1	Steve_Blankenship	1
Claudette_Robinson	1	Bill_Curry	1
Mitoji_Yabunaka	1	Mark_Sisk	1
Prakash_Hinduja	1	Dave_Odom	1
Ron_Gonzales	1	Jimmy_Jimenez	1
Jay_Garner	6	David_Trimble	3
John_Taylor	2	Parris_Glendening	2
Elvis_Costello	1	Farouk_Kaddoumi	1
Jerry_Springer	2	James_Robertson_Jr	1
Michael_Diekmann	1	Romano_Prodi	6
Norio_Ohga	1	Ronald_Post	1
David_Hyde_Pierce	3	Antony_Leung	3
David_Stern	2	Carlos_Quintanilla_Schmidt	1
Muhammad_Saeed_al-Sahhaf	3	Choi_Sung-hong	1
Bill_Simon	7	Martin_McGuinness	1
Cassandra_Heise	1	Jack_Osbourne	1
Inam-ul-Haq	2	Jose_Luis_Santiago_Vasconcelos	1
David_Dewayne_Williams	1	Victoria_Beckham	1
Adrian_Fernandez	1	Sean_Patrick_OMalley	3
Lord_Hutton	2	Gerhard_Schmid	1
Raymond_Arthurs	1	Rogelio_Ramos	1
Hedayat_Amin_Arsala	1	Lesley_McCulloch	2
David_McCallum	1	Valorie_Brabazon	1
Michael_Brandon	1	Bob_Herz	1
Lord_Hutton	1	Donald_Hays	1
Dorothy_Wilson	1	Chen_Shui-bian	2
Sheila_Fraser	2	Frank_Coraci	1
Steven_Hatfill	2	Sofyan_Dawood	1
Richard_Lennon	1	Jose_Rosado	1
Lloyd_Richards	1	Linn_Thornton	1
Robert_Schuller	1	Robby_Ginepri	2
Ken_Watanabe	1	Jessica_Lange	1
Alan_Greenspan	5	Tim_Robbins	5
Rogelio_Ramos	1	Ted_Williams	1
John_Howard	3	Ali_Fallahian	1
Lucio_Angulo	1	Shamai_Leibowitz	1
Heidi_Fleiss	1	Paola_Espinoza	1
Amr_Moussa	1	Linn_Thornton	1
Roberto_Robaina	1	Steven_Hatfill	1
Jong_Thae_Hwa	2	Charlie_Zaa	1
George_Murphy	1	Edward_Kennedy	1
Alonzo_Mourning	1	Theresa_Gattung	1
Taylor_Twellman	1	Dorthy_Moxley	2
Idi_Amin	1	Sean_Patrick_OMalley	3
Brian_Florence	1	Yusuf_Misbac	1
Claude_Jorda	1	Marc_Grossman	4
Carlos_Ortega	3	John_Sidgmore	1
Leandro_Andrade	1	George_Murphy	1
Qazi_Hussain_Ahmed	1	David_Gest	1
Jose_Lopez_Beltran	1	Bill_Lerach	1
Charles_Pickering	1	Donna_Ralston	1
Milton_Berle	1	Carl_Levin	1
Soenarno	1	Jerry_Tarkanian	1
Jeffrey_Archer	2	Tang_Jiaxuan	5
Sam_Brownback	1	McGuire_Gibson	1
Diane_Green	2	Mireya_Elisa_Moscoso_Rodriguez	1
Rod_Jong-il	1	Ignacio_Antonio_Velasco	1
Milton_Berle	1	Michel_Duclos	2
Elias_Attallah	1	Muhammad_Saeed_al-Sahhaf	3
Susilo_Bambang_Yudhoyono	2	James_Maguire	2
Angie_Martinez	1	Joseph_Hoy	1
Patti_Lank	1	Frank_Griswold	1
Carl_Levin	1	Derek_Bond	1
Kent_Robinson	1	Rashid_Qureshi	1
Jane_Riley	1	Christian_Malcolm	1
Kenneth_Reichert	1	Lennart_Johansson	1
John_Goold	1	Kelly_Osbourne	1
Robert_Evans	1	Dalai_Lama	1
Gustavo_Franco	1	Rohinton_Mistry	1
Michael_J_Sheehan	1	Jose_Rosado	1
Ron_Kirk	1	Frank_Schmoekel	1
Hisashi_Owada	1	Lokendra_Bahadur_Chand	1
Joe_Friedberg	1	Miguel_Angel_Rodriguez	1
Bill_Cartwright	1	Parris_Glendening	1
Larry_Thompson	4	Richard_Harris	1
Wen_Ho_Lee	1	Paul_Sarbanes	2
Hank_Bass	1	Mary_Robinson	1
Dusty_Baker	1	Hans_Eichel	2
Roger_Cook	1	Giulio_Andreotti	1
Colleen_Ryan	1	Renato_Soru	1
Walter_Woods	1	Jorge_Batlle	3
Donald_Rumsfeld	98	Sean_Patrick_OMalley	2
Richard_Lennon	1	Paul_Sarbanes	2
Yogi_Berra	1	Romano_Prodi	5
Shingo_Katayama	1	Andy_Bryant	1
Hiroki_Gomi	1	Mark_Mishkin	1
Carlos_De_Abreu	1	Javier_Zanetti	1
Dennis_Archer	1	Anthony_Lee_Johnson	1
