10	500
James_Cunningham	3	2
Leszek_Miller	2	1
Dick_Cheney	7	4
Gerhard_Schroeder	28	108
Kemal_Dervis	1	3
David_Hyde_Pierce	2	1
Tom_Harkin	4	2
Horst_Koehler	1	2
Edward_Said	1	2
Tracy_McGrady	2	1
Jacques_Rogge	10	9
Michael_Schumacher	2	3
Alexander_Downer	3	4
Chan_Gailey	1	3
John_Manley	5	3
Jiang_Zemin	16	5
Trent_Lott	8	11
Xavier_Malisse	3	4
Lawrence_MacAulay	1	2
John_Banko	1	2
Robert_De_Niro	6	2
Albert_Costa	5	1
Kim_Yong-il	1	2
Pete_Sampras	14	12
John_Snow	1	11
James_Cunningham	3	1
Mohammed_Al-Douri	9	11
Hector_Babenco	1	2
Saparmurat_Niyazov	2	1
Mohamed_ElBaradei	7	2
Ronald_Reagan	3	1
Shimon_Peres	5	2
John_Edwards	8	7
Sebastian_Saja	2	1
Bill_Simon	7	15
Michael_Schumacher	14	7
Carlos_Manuel_Pruneda	1	2
Billy_Crystal	2	5
Luis_Horna	2	4
George_Robertson	14	7
Pete_Sampras	7	5
Christian_Fittipaldi	2	1
Ricardo_Monasterio	2	1
Thabo_Mbeki	5	4
Sean_OKeefe	3	4
Robert_Duvall	7	1
Gary_Forsee	2	1
Sergey_Lavrov	5	4
Larry_Coker	2	1
Vladimiro_Montesinos	2	1
Charles_Taylor	7	3
King_Abdullah_II	1	2
Placido_Domingo	3	2
Al_Sharpton	4	5
Felipe_Perez_Roque	3	1
Kifah_Ajouri	1	2
Jacques_Chirac	51	5
Naoto_Kan	1	2
Marcelo_Rios	1	5
Prince_Willem-Alexander	2	3
Richard_Sambrook	2	1
Ralph_Firman	2	1
Matt_Dillon	2	3
Paul_Bremer	20	14
Geoff_Hoon	3	7
Nick_Nolte	3	4
Paulo_Cesar_Pinheiro	2	1
William_Hochul	2	1
Arye_Mekel	2	1
Guillermo_Canas	2	3
Nelson_Mandela	1	3
Carson_Palmer	4	3
Vladimir_Putin	6	39
James_Wolfensohn	5	1
Lenny_Wilkens	1	3
Romano_Prodi	2	1
Vojislav_Kostunica	6	2
Kurt_Russell	2	1
Geoff_Hoon	5	2
Bertrand_Bonello	2	1
Yasar_Yakis	2	1
Larry_Brown	3	7
Asa_Hutchinson	1	2
Javier_Solana	5	8
Antonio_Banderas	5	4
Barry_Alvarez	2	1
Bill_McBride	5	9
Patrice_Chereau	1	2
Bob_Stoops	1	3
Kjell_Magne_Bondevik	3	2
Theodore_Tweed_Roosevelt	3	1
Conchita_Martinez	2	3
Martina_Hingis	3	1
Carolina_Moraes	2	1
William_Ford_Jr	4	5
Geno_Auriemma	1	2
Carol_Moseley_Braun	2	1
Fujio_Cho	3	1
Vincent_Brooks	3	4
Prince_Claus	1	2
Hans_Eichel	2	1
Jim_Harrick	2	1
Ralf_Schumacher	4	8
Jim_Furyk	4	2
Ralph_Lauren	1	2
LeBron_James	4	5
Eric_Hinske	1	2
David_Nalbandian	8	11
Ana_Guevara	6	1
John_Allen_Muhammad	8	10
Wen_Jiabao	13	4
Stanley_McChrystal	1	3
Alejandro_Avila	1	3
Kelvin_Sampson	1	3
Ilan_Ramon	2	1
Anwar_Ibrahim	2	1
Padraig_Harrington	4	3
Xavier_Malisse	1	3
Michel_Temer	1	2
Robert_Bonner	3	2
James_Traficant	3	1
Jorge_Rodolfo_Canicoba_Corral	1	2
Gene_Robinson	5	4
Marlene_Weingartner	1	2
Pete_Rose	1	2
Bill_McBride	1	5
Omar_Sharif	2	4
Gordon_Brown	12	10
Prince_Claus	2	3
Justin_Timberlake	8	6
Terry_Stotts	2	1
John_Blaney	1	2
Conan_OBrien	1	2
Anders_Ebbeson	3	1
John_Paul_II	8	9
Kofi_Annan	7	31
George_Foreman	1	2
Frank_Griswold	2	1
Roman_Polanski	6	3
Gray_Davis	9	20
Tony_Curtis	1	2
Miroljub	1	2
John_F_Kennedy_Jr	2	1
Felix_Mantilla	1	2
Sergei_Ivanov	2	1
Bill_Gates	4	2
Trent_Lott	16	3
Aaron_Sorkin	1	2
Vojislav_Kostunica	2	4
Ricardo_Lopez_Murphy	1	2
Goh_Kun	2	1
King_Abdullah_II	4	3
Petro_Symonenko	2	1
Chung_Mong-hun	1	2
Joe_Gatti	2	1
Adrien_Brody	8	4
Jiang_Zemin	8	17
Branko_Crvenkovski	1	2
Roy_Jones_Jr	2	1
Fidel_Castro	9	4
Bruce_Springsteen	3	2
James_Schultz	2	1
Matt_Doherty	2	1
Mark_Philippoussis	2	7
Tung_Chee-hwa	5	7
Robert_Redford	3	6
Lesley_McCulloch	1	2
Bill_Frist	1	6
Pascal_Quignard	2	1
Andre_Agassi	2	15
Lino_Oviedo	1	3
Hugh_Grant	6	8
Pat_Cox	1	2
Raoul_Ruiz	2	1
Vaclav_Havel	5	8
Chris_Rock	1	2
Magui_Serna	1	2
Michel_Duclos	2	1
Daniel_Day-Lewis	1	3
Aldo_Paredes	2	1
Robert_Bullock	2	1
Tony_Blair	86	27
Harrison_Ford	9	12
Arturo_Gatti	1	3
Mike_Babcock	2	1
Bobby_Robson	2	1
Li_Zhaoxing	3	2
James_Jones	1	2
Wen_Jiabao	12	11
Tommy_Robredo	1	2
Kenneth_Bowersox	1	2
Harrison_Ford	11	3
Laurent_Jalabert	2	1
Paul_Wolfowitz	9	1
George_Clooney	5	2
Roy_Moore	2	6
Paul_Martin	3	5
Garry_Trudeau	2	1
Gus_Van_Sant	3	2
Manfred_Stolpe	1	2
Lou_Piniella	3	1
Kelvin_Sampson	1	2
Boris_Becker	2	4
Tony_Stewart	5	2
Albert_Costa	2	4
Paul_ONeill	4	5
Oswaldo_Paya	3	2
Terje_Roed-Larsen	2	1
Rob_Lowe	2	4
Jim_Furyk	3	2
Jesse_Jackson	4	9
Ismail_Merchant	1	2
Bob_Graham	4	2
Martin_McGuinness	4	5
Rick_Carlisle	4	2
Kamal_Kharrazi	3	2
Ishaq_Shahryar	2	1
Gerry_Parsky	1	2
Marcelo_Salas	1	3
George_Papandreou	2	1
Lance_Armstrong	7	13
John_Manley	6	3
John_Rowland	2	1
Giuseppe_Gibilisco	2	3
King_Abdullah_II	4	2
Jeff_Schiffner	1	John_Stockton	2
Rohman_al-Ghozi	1	Gabriel_Valdes	2
Svend_Robinson	1	Bill_Curry	1
Martin_Torrijos	1	Jane_Rooney	1
Richard_Crenna	2	Amy_Pascal	1
John_Sidgmore	1	Cedric_Benson	1
Nate_Huffman	1	William_Ragland	1
Spike_Jonze	1	Roman_Polanski	5
Armando_Avila_Panchame	1	Beth_Blough	1
Robert_Nardelli	1	Luke_Smith	1
Greg_Ostertag	1	Glen_Clark	1
Spike_Lee	1	Omar_Khan_Sharif	1
Fred_Thompson	2	Miguel_Estrada	1
Jorge_Batlle	1	Charlton_Heston	3
Bernardo_Segura	2	Gustavo_Noboa	1
Gao_Qiang	1	Cheryl_Tiegs	1
David_Donohue	1	Justin_Marshall	1
Yannos_Papantoniou	1	Steven_Curtis_Chapman	1
Terry_McAuliffe	2	Juan_Ignacio_Chela	1
Todd_Reid	1	Gene_Autry	1
Allan_Houston	1	Sadam_Hassan	1
Aaron_Patterson	1	Adisai_Bodharamik	1
Luis_Ernesto_Derbez_Bautista	2	Gary_Doer	3
Alexandre_Vinokourov	1	Andrew_Gilligan	1
Candace_Sutton	1	Bill_Fennelly	1
Bill_Rainer	1	Helio_Castroneves	1
Elgin_Baylor	1	Andy_Wisecarver	1
Richard_Dreyfuss	1	John_Salazar	1
Juan_Fernandez	1	Jim_Abbott	1
John_Ruiz	2	Bud_Selig	2
Jose_Cevallos	1	Wanda_Ilene_Barzee	1
Kim_Hong-up	1	Camilla_Parker_Bowles	1
Taufik_Hidayat	1	William_Bulger	2
Moby	1	Donna_Walker	1
Freda_Black	1	Brandon_Spann	1
Henrique_Meirelles	2	Trista_Rehn	1
Perry_Compton	1	Phan_Van_Khai	2
Rudolph_Holton	1	Terence_Newman	1
Anthony_Scott_Miller	1	Pham_Sy_Chien	1
William_Macy	1	Vladimir_Voltchkov	1
Farouk_Kaddoumi	1	Shaun_Rusling	1
Leo_Mullin	1	Emmanuelle_Beart	1
Lee_Nam-shin	1	Will_Self	1
Maribel_Dominguez	1	Alex_Ferguson	1
Henry_Kissinger	1	Deepa_Mehta	1
Alexander_Payne	1	Guus_Hiddink	1
Steve_Phillips	1	Charles_Richardson	1
Michael_Goldrich	1	Billy_Edelin	1
Jim_Ryan	1	Park_Na-kyong	1
Joseph_Kabila	1	Larry_Lindsey	1
Kristin_Scott	1	Bob_Curtis	1
Stuart_Townsend	1	Francisco_Garcia	1
Guy_Hemmings	1	Amanda_Beard	1
Mario_Dumont	1	Picabo_Street	1
Gary_Bauer	1	Casey_Crowder	1
Kifah_Ajouri	1	Andrei_Mikhnevich	2
Steven_Curtis_Chapman	1	Dan_Morales	2
Uday_Hussein	1	Carlos_Ruiz	2
Nelson_Mandela	1	Naomi_Watts	21
John_Timoney	2	Melinda_Czink	1
Ernie_Eves	2	Phillips_Idowu	1
Gerald_Ford	1	Jennifer_Connelly	1
Mario_Lemieux	1	Ted_Costa	1
Alfredo_di_Stefano	1	Claudio_Abbado	1
Zhang_Wenkang	1	Edgar_Savisaar	1
Erika_Reyes	1	Steve_Ballmer	1
Ron_Dittemore	5	Eddie_Fenech_Adami	1
Austin_Kearns	1	Daniel_Scioli	1
Wolfgang_Schuessel	2	Cheryl_Tiegs	1
Cedric_Benson	1	Mahmoud_Abbas	29
Richard_Daley	1	Boris_Trajkovski	1
Raoul_Ruiz	2	Michel_Charles_Chretien	1
Paul_Otellini	1	Danny_Ainge	1
Jack_LaLanne	1	Sanjay_Chawla	1
Angel_Lockward	1	Zdravko_Mucic	1
Joseph_Nacchio	1	Marcella_Anderson	1
Karl-Heinz_Rummenigge	1	Mike_Samp	1
Juan_Ignacio_Chela	2	Joseph_Hoy	1
Larry_Greene	1	John_Barnett	1
Jean_Charest	5	Paul_Kelleher	1
Steve_Waugh	1	Patrick_Leahy	1
Christoph_Daum	1	Bill_Gates	6
Begum_Khaleda_Zia	1	Ann_Landers	1
Roman_Polanski	2	Martin_Scorsese	4
Billy_Graham	1	Jim_Talent	1
Kirk_Douglas	1	Dolly_Parton	2
Carlos_Salinas	1	Cecilia_Bolocco	1
Carol_Carmody	1	Daja_Bedanova	1
Claudio_Ranieri	1	Stefan_Holm	1
Eduardo_Romero	1	Bobby_Kielty	1
Stefan_Holm	1	Franz_Muentefering	4
Oliver_Stone	1	Robert_Blackwill	1
Barry_Ford	1	Kaio_Almeida	1
Damon_Dash	1	Nick_Markakis	1
Robert_Fico	1	Syed_Abdul_Rahman_Geelani	1
John_Duprey	1	David_Heyman	1
Emmit_Smith	2	John_Daly_Jr	1
Dominique_de_Villepin	8	David_Kelley	2
Ernie_Preate	1	Erick_Barkley	1
Calbert_Cheaney	1	John_Duprey	1
Peter_Mansbridge	1	Paul_LeClerc	1
Prince_Naruhito	1	Tim_Pawlenty	1
Rafiq_Hariri	1	Nick_Rimando	1
Jerry_Tarkanian	1	Gavin_Degraw	1
Thomas_Mesereau_Jr	1	Brooke_Adams	1
Tom_Tunney	1	Calbert_Cheaney	1
Bill_Mauldin	1	Moby	1
Ruth_Harlow	2	Juan_Manuel_Marquez	2
Iveta_Benesova	1	Svetlana_Belousova	1
John_Philip_Elkann	1	Yoon_Young-kwan	1
James_Roberts	1	Rachel_Griffiths	1
Shane_Warne	2	Alex_Zanardi	1
Jerry_Tarkanian	1	Jim_Letten	1
Jan_De_Bont	1	Paul_Michael_Daniels	1
Brendan_Gaughan	1	Johnny_Depp	1
Ali_Bin_Hussein	1	Jennie_Finch	1
Elgin_Baylor	1	John_Taylor	1
Christopher_Walken	3	Najib_al-Salhi	1
Steve_Kerr	1	Paul_Ebert	1
Jerry_Colangelo	1	Sonia_Lopez	1
Julien_Boutter	1	Elizabeth_Taylor	2
Abel_Pacheco	1	Morris_Dees	1
Leon_Lai	1	Michael_Kors	1
Andy_Garcia	1	Marsha_Thomason	1
Mehdi_Baala	1	Lucio_Angulo	1
Saparmurat_Niyazov	1	Jason_Biggs	1
Costas_Simitis	4	Ahmet_Demir	1
Eric_Idle	1	Crispin_Glover	1
John_Ashcroft	10	Zoran_Djindjic	3
Edward_Lu	2	Thomas_Ferguson	1
Armand_Sargen	1	Abraham_Foxman	1
Tom_Coverdale	2	Hilary_McKay	1
Dan_Wheldon	2	Ruth_Stubbs	1
Joe_Torre	1	Johannes_Rau	1
Romeo_Gigli	1	Tina_Brown	1
Juergen_Peters	1	Jane_Russell	1
Nebojsa_Pavkovic	1	Kathy_Baker	1
Percy_Gibson	1	Arianna_Huffington	2
Mauricio_Pochetino	1	Don_Nickles	1
Paul_Johnson	1	Jimmy_Smits	1
Javier_Delgado	1	Esad_Landzo	1
Garry_Kasparov	2	Dominik_Garcia-Lorido	1
Mike_Maroth	1	Mike_Myers	5
Gabriel_Jorge_Ferreia	1	Jimmy_Lee	1
Rick_Barnes	1	Nova_Esther_Guthrie	1
Chris_Claiborne	1	Felix_Trinidad	1
James_Coviello	1	Prince_Harry	1
Joaquim_Levy	1	Penny_Dupuie	1
Scott_McClellan	1	Brett_Hull	1
Ralph_Klein	2	John_Velazquez	1
Michael_Bolton	1	Eric_Lindros	1
Geoffrey_Rush	1	Jeanette_Gray	1
Frank_Wycheck	1	Vidar_Helgesen	1
Darrell_Dickey	1	Kathryn_Morris	1
Elias_Attallah	1	Peggy_McGuinness	1
Ewan_McGregor	1	Tommy_Franks	15
Steve_Lenard	1	Romeo_Gigli	1
Ciaran_Hinds	1	Dana_Vollmer	1
Anatoliy_Kinakh	1	Chen_Tsai-chin	1
Jon_Stewart	1	Paola_Espinoza	1
Mike_Matthews	1	Terrence_Kiel	1
Ron_Dittemore	8	Bruce_Van_De_Velde	2
Ronnie_Jagday	1	Brooke_Adams	1
Adam_Kennedy	1	Selma_Phoenix	1
Ben_Stein	1	Bulent_Ecevit	2
Boris_Trajkovski	1	Tina_Pisnik	1
David_Hannay	1	Joe_Plumeri	1
MC_Hammer	1	Lara_Logan	1
Prince_Claus	3	Alisha_Richman	1
Tubby_Smith	2	Carla_Gay_Balingit	1
Doug_Wilson	1	Naomi_Campbell	1
Mickey_Loomis	1	Bryan_Chui	1
Bruno_Junquiera	1	Steve_McManaman	1
Abdul_Majeed_Shobokshi	1	Bobby_Kielty	1
Mark_Leno	1	Hal_Gehman	4
Donny_Osmond	1	Manijeh_Hekmat	1
Greg_Owen	1	Yogi_Berra	1
Joey_Buttafuoco	1	Keith_Rodriguez	1
Mike_Sweeney	1	Bryant_Young	1
Charles_Mathews	1	Monica_Vergara	1
Richard_Hamilton	1	Rod_Jong-il	1
Liam_Neeson	3	Thomas_Wilkens	1
Brady_Rodgers	1	Stephan_Eberharter	1
Otto_Reich	1	Gorden_Tallis	1
Tom_Cruise	2	Kurt_Russell	1
Paul_McCartney	1	Heinz_Feldmann	1
Anthony_Hopkins	2	Rafael_Vinoly	1
Bob_Crippen	1	Eriko_Tamura	1
Martin_Landau	1	Connie_Freydell	1
Bill_Rainer	1	David_McCallum	1
Hushiar_Zebari	1	Charlie_Garner	1
Mark_Gottfried	1	Oliver_Neuville	1
Mike_Cunning	1	Bob_Herz	1
Michael_Schumacher	4	Norman_Jewison	2
Ed_Smart	3	Gregg_Popovich	5
Tom_Ridge	11	Michael_Caine	1
Reginald_Hudlin	1	Eduardo_Fischer	1
Skip_Prosser	1	Lope_Mendoza	1
Richard_Armitage	4	Spike_Jonze	1
Shane_Mosley	1	Kevin_Harvick	1
Bill_Hughes	1	Khaled_Sawalhi	1
Edward_Lu	1	Jerry_Jones	1
Helen_Darling	1	John_Rigas	1
Peter_Ueberroth	1	Daniel_Bruehl	1
Fernando_Gonzalez	8	Paul_Celluci	1
Jacques_Kallis	1	Sebastian_Saja	3
Dan_Kellner	1	Patrick_Stewart	2
Chuck_Hagel	1	Stanislas_Wawrinka	1
Patrick_Stewart	2	Dale_Bosworth	1
Dave_Ragone	1	James_Sensenbrenner	1
John_Cusack	1	Donald_Keck	1
Alecos_Markides	1	Paul_Wollnough	1
Terrence_Kiel	1	Leon_LaPorte	2
Jason_Vale	1	David_Arquette	1
Gerald_Ford	1	Zurab_Tsereteli	1
Gilberto_Simoni	1	Jacqueline_Gold	1
Du_Qinglin	1	Joey_Mantia	1
John_Taylor	1	Kim_Dong-tae	1
Arminio_Fraga	6	Gerry_Kelly	1
Rhina_Villatoro	1	Jerry_Rice	1
Susilo_Bambang_Yudhoyono	3	Suh_Chung-won	1
Owen_Wilson	1	Prakash_Hinduja	1
Matt_Morris	1	Mohamed_Seineldin	1
Mike_Davis	1	Monica_Bellucci	2
Basdeo_Panday	1	Lucio_Gutierrez	11
Charles_Chandler_IV	1	Ronald_Kadish	1
Brian_Heidik	1	Enrica_Fico	1
Assad_Ahmadi	1	Cristina_Kirchner	1
Dean_Sheremet	1	Sandra_Milo	1
Mike_Richter	1	Gerry_Parsky	1
Wally_Szczerbiak	1	Jorma_Huhtala	1
Benjamin_Martinez	1	Danny_Glover	1
Billy_Boyd	1	Tangra_Riggle	1
Etta_James	1	Carroll_Weimer	1
Boris_Yeltsin	2	Ronald_Harwood	1
Lane_Odom	1	Marisol_Breton	1
Matthew_McConaughey	1	Rick_Bragg	1
Odai_Hussein	1	Camilla_Parker_Bowles	2
Ain_Seppik	1	Troy_Aikman	1
Linus_Roache	1	Kaisser_Bazan	1
Justin_Wilson	1	Dale_Bosworth	1
Richard_Dreyfuss	1	Ed_Rosenthal	1
Robert_De_Niro	3	Sylvie_Guillem	1
Juan_Jose_Lucas	1	Patrick_Ewing	1
Ken_Kutaragi	1	Paul_Pierce	1
Emmanuel_Milingo	1	Darrell_Issa	2
Mark_Warner	1	Raquel_Welch	2
Marcelo_Bielsa	1	Steven_Hatfill	1
Park_Jie-won	1	Leo_Ramirez	1
Alfred_Sant	1	Maria_Shkolnikova	1
Mohammed_Al-Douri	10	Scott_Rolen	1
Yang_Jianli	1	Michael_Diekmann	1
Celso_Lafer	1	Christian_Longo	3
Gary_Barnett	1	Billy_Rork	1
John_Perrota	1	Shaun_Rusling	1
Razali_Ismail	1	Enrique_Medina_Gomez	1
Dustan_Mohr	1	Adam_Sandler	4
Eric_Schacht	1	Herb_Brooks	1
Geno_Auriemma	2	Sun_Myung_Moon	1
Alastair_Campbell	3	Bonnie_Hunt	1
Jimmy_Kimmel	2	Martin_Verkerk	1
Ahmet_Demir	1	Nicola_Wells	1
Austin_Kearns	1	Tina_Conner	1
Alastair_Johnston	1	Rick_Caruso	1
Toby_Keith	1	Benjamin_Bratt	1
Boutros_Boutros_Ghali	1	Thanongsak_Tuvinan	1
Jim_Abbott	1	Vince_Carter	3
Geoff_Hoon	5	Taylor_Twellman	1
James_Carville	1	Kaio_Almeida	1
Eddy_Hartenstein	1	Mickey_Sherman	1
Roger_King	1	Billy_Joel	1
Steve_Lenard	1	Steve_Backley	2
Peter_Arnett	2	Hannah_Stockbauer	1
Darryl_McDaniels	1	Jacqueline_Edwards	1
Tim_Curry	1	David_Dodge	2
Filippo_Inzaghi	2	Moby	1
Brajesh_Mishra	1	Colleen_Ryan	1
Mark_Geragos	2	Michael_Richards	1
Mark_Podlesny	1	Sebastian_Porto	1
Ali_Ahmeti	1	Wallace_Capel	1
William_Shatner	1	Jean-Patrick_Nazon	1
John_Prescott	1	Lew_Rywin	1
Carol_Niedermayer	1	Rick_Perry	1
Terry_Gilliam	1	Nick_Rahall	1
Luciano_Bovicelli	1	Kelly_Santos	1
Paul_Pierce	2	Roger_Winter	1
Darren_Campel	1	George_Ryan	2
Dexter_Jackson	1	Kristin_Chenoweth	1
Raul_Chacon	1	Patti_Balgojevich	1
Seth_Gorney	1	Selma_Phoenix	1
Brad_Garrett	3	Michelle_Bachelet	1
Aaron_Tippin	1	Tyrone_Medley	1
Greg_Frers	1	Sergei_Yastrzhembsky	1
Hilmi_Ozkok	1	Jeffrey_Katzenberg	1
Des_Brown	1	Rodney_Rempt	1
Jakob_Kellenberger	1	Erika_Reyes	1
Dan_Bylsma	1	Jose_Manuel_Durao_Barroso	6
